Date,Team,Pitcher,SO_Projection,Model_Id,OU,Over_Odds,Scale_Over,Under_Odds,Scale_Over,BE_Over,BE_Under,Poisson_Over,Poison_Under,Edge_Over,Edge_Under,OverUnder_Id,Platform,Bet_Amt,Win_Loss,Net,Net_Auto,Secondary
7/6/2022,MIL,Corbin Burnes,8.43,1,8.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.467,0.533,-7.820%,0.894%,0,1,0.00,,,,
7/6/2022,MIN,Joe Ryan,5.14,1,4.5,-130,-0.769230769,100,1,0.565,0.500,0.584,0.416,1.850%,-8.372%,0,1,0.00,,,,
7/6/2022,CWS,Lance Lynn,5.55,1,5.5,-122,-0.819672131,-106,-0.943396226,0.550,0.515,0.480,0.520,-6.992%,0.581%,0,2,0.00,,,,
7/6/2022,OAK,James Kaprielian,4.08,1,3.5,-136,-0.735294118,108,1.08,0.576,0.481,0.582,0.418,0.573%,-6.277%,0,2,0.00,,,,
7/6/2022,TOR,Jose Berrios,5.61,1,4.5,-150,-0.666666667,115,1.15,0.600,0.465,0.659,0.341,5.936%,-12.448%,2,1,15.00,W,10.00,10.00,
7/6/2022,NYM,David Peterson,4.68,1,5.5,118,1.18,-150,-0.666666667,0.459,0.600,0.328,0.672,-13.063%,7.191%,1,2,15.00,L,-15.00,-15.00,
7/6/2022,CIN,Graham Ashcraft,3.13,1,3.5,-110,-0.909090909,-125,-0.8,0.524,0.556,0.382,0.618,-14.194%,6.258%,1,1,12.50,W,10.00,10.00,
7/6/2022,LAA,Shohei Ohtani,6.26,1,7.5,-102,-0.980392157,-126,-0.793650794,0.505,0.558,0.293,0.707,-21.243%,14.995%,1,2,18.90,L,-18.90,-18.90,
7/6/2022,MIA,Trevor Rodgers,5.28,1,5.5,-118,-0.847457627,-106,-0.943396226,0.541,0.515,0.433,0.567,-10.824%,5.239%,1,2,10.60,W,10.00,10.00,
7/6/2022,NYY,Luis Severino,5.98,1,6.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.390,0.610,-11.932%,5.997%,1,2,12.20,W,10.00,10.00,
7/6/2022,PIT,Mitch Keller,3.71,1,3.5,-130,-0.769230769,100,1,0.565,0.500,0.508,0.492,-5.729%,-0.793%,0,1,0.00,,,,
7/6/2022,PHI,Aaron Nola,6.65,1,6.5,-125,-0.8,-105,-0.952380952,0.556,0.512,0.497,0.503,-5.860%,-0.915%,0,1,0.00,,,,
7/6/2022,WSH,Josiah Gray,5.35,1,5.5,-102,-0.980392157,-126,-0.793650794,0.505,0.558,0.445,0.555,-5.974%,-0.273%,0,2,0.00,,,,
7/6/2022,TEX,Glenn Otto,3.91,1,3.5,-125,-0.8,-105,-0.952380952,0.556,0.512,0.549,0.451,-0.680%,-6.095%,0,1,0.00,,,,
7/6/2022,BAL,Spenser Watkins,2.97,1,2.5,-185,-0.540540541,140,1.4,0.649,0.417,0.570,0.430,-7.907%,1.328%,0,1,0.00,,,,
7/6/2022,TB,Corey Kluber,4.44,1,3.5,-168,-0.595238095,132,1.32,0.627,0.431,0.647,0.353,2.061%,-7.851%,0,2,0.00,,,,
7/6/2022,ATL,Max Fried,5.03,1,5.5,110,1.1,-140,-0.714285714,0.476,0.583,0.389,0.611,-8.689%,2.736%,0,2,0.00,,,,
7/6/2022,STL,Miles Mikolas,4.54,1,4.5,-124,-0.806451613,-102,-0.980392157,0.554,0.505,0.475,0.525,-7.810%,1.958%,0,2,0.00,,,,
7/6/2022,KC,Brad Keller,3.45,1,3.5,-140,-0.714285714,105,1.05,0.583,0.488,0.453,0.547,-13.079%,5.965%,1,1,10.00,W,10.50,10.50,
7/6/2022,HOU,Christian Javier,6.88,1,7.5,120,1.2,-154,-0.649350649,0.455,0.606,0.383,0.617,-7.113%,1.029%,0,2,0.00,,,,
7/6/2022,SF,Alex Cobb,4.30,1,4.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.430,0.570,-9.425%,2.498%,0,1,0.00,,,,
7/6/2022,ARI,Merrill Kelly,4.32,1,4.5,-138,-0.724637681,108,1.08,0.580,0.481,0.433,0.567,-14.641%,8.581%,1,2,10.00,L,-10.00,-10.00,
7/6/2022,LAD,Mitch White,4.84,1,4.5,115,1.15,-150,-0.666666667,0.465,0.600,0.531,0.469,6.588%,-13.100%,2,1,10.00,W,11.50,11.50,
7/7/2022,HOU,Justin Verlander,6.58,1,6.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.486,0.514,-3.778%,-3.149%,0,1,0.00,,,,
7/7/2022,KC,Kris Bubic,3.76,1,3.5,-122,-0.819672131,-104,-0.961538462,0.550,0.510,0.518,0.482,-3.125%,-2.810%,0,2,0.00,,,,
7/7/2022,PIT,Roansy Contreras,5.15,1,4.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.585,0.415,6.161%,-13.088%,2,1,11.00,W,10.00,10.00,
7/7/2022,CIN,Mike Minor,5.25,1,5.5,128,1.28,-164,-0.609756098,0.439,0.621,0.428,0.572,-1.078%,-4.903%,0,2,0.00,,,,
7/7/2022,WSH,Joan Adon,3.60,1,3.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.485,0.515,-3.903%,-3.024%,0,1,0.00,,,,
7/7/2022,PHI,Bailey Falter,3.48,1,3.5,116,1.16,-146,-0.684931507,0.463,0.593,0.459,0.541,-0.392%,-5.254%,0,2,0.00,,,,
7/7/2022,LAA,Chase Silseth,3.90,1,3.5,105,1.05,-140,-0.714285714,0.488,0.583,0.547,0.453,5.895%,-13.009%,2,1,10.00,L,-10.00,-10.00,
7/7/2022,BAL,Jordan Lyles,5.35,1,4.5,-140,-0.714285714,110,1.1,0.583,0.476,0.619,0.381,3.530%,-9.483%,0,2,0.00,,,,
7/7/2022,MIA,Daniel Castano,3.13,1,3.5,130,1.3,-170,-0.588235294,0.435,0.630,0.382,0.618,-5.292%,-1.150%,0,1,0.00,,,,
7/7/2022,NYM,Trevor Williams,3.91,1,3.5,-135,-0.740740741,100,1,0.574,0.500,0.549,0.451,-2.572%,-4.875%,0,1,0.00,,,,
7/7/2022,NYY,Gerrit Cole,7.30,1,7.5,110,1.1,-145,-0.689655172,0.476,0.592,0.446,0.554,-3.030%,-3.773%,0,1,0.00,,,,
7/7/2022,BOS,Josh Winckowski,3.69,1,3.5,-106,-0.943396226,-118,-0.847457627,0.515,0.541,0.504,0.496,-1.081%,-4.504%,0,2,0.00,,,,
7/7/2022,ATL,Spencer Strider,6.84,1,6.5,-144,-0.694444444,114,1.14,0.590,0.467,0.526,0.474,-6.398%,0.652%,0,2,0.00,,,,
7/7/2022,STL,Matthew Liberatore,3.97,1,3.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.561,0.439,2.576%,-9.553%,0,1,0.00,,,,
7/7/2022,DET,Beau Brieske,3.91,1,3.5,-130,-0.769230769,-105,-0.952380952,0.565,0.512,0.549,0.451,-1.647%,-6.095%,0,1,0.00,,,,
7/7/2022,CWS,Dylan Cease,8.53,1,8.5,-118,-0.847457627,-108,-0.925925926,0.541,0.519,0.481,0.519,-6.027%,-0.025%,0,2,0.00,,,,
7/7/2022,SF,Logan Webb,5.43,1,4.5,-158,-0.632911392,124,1.24,0.612,0.446,0.631,0.369,1.907%,-7.790%,0,2,0.00,,,,
7/7/2022,SD,Joe Musgrove,6.09,1,6.5,120,1.2,-152,-0.657894737,0.455,0.603,0.408,0.592,-4.640%,-1.132%,0,2,0.00,,,,
7/7/2022,COL,Austin Gomber,4.30,1,3.5,-115,-0.869565217,-115,-0.869565217,0.535,0.535,0.623,0.377,8.796%,-15.773%,2,1,17.25,W,15.00,15.00,
7/7/2022,LAD,Tony Gonsolin,6.07,1,5.5,-130,-0.769230769,104,1.04,0.565,0.490,0.565,0.435,0.028%,-5.569%,0,2,0.00,,,,
7/8/2022,CIN,Luis Castillo,4.98,1,6.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.235,0.765,-27.491%,21.555%,1,2,24.40,L,-24.40,-24.40,
7/8/2022,LAA,Reid Detmers,4.36,1,4.5,134,1.34,-172,-0.581395349,0.427,0.632,0.441,0.559,1.378%,-7.349%,0,2,0.00,,,,
7/8/2022,BAL,Tyler Wells,4.38,1,4.5,126,1.26,-160,-0.625,0.442,0.615,0.445,0.555,0.250%,-6.036%,0,2,0.00,,,,
7/8/2022,NYY,Nestor Cortes,5.01,1,5.5,106,1.06,-134,-0.746268657,0.485,0.573,0.386,0.614,-9.964%,4.156%,0,2,0.00,,,,
7/8/2022,MIA,Pablo Lopez,4.96,1,5.5,110,1.1,-140,-0.714285714,0.476,0.583,0.377,0.623,-9.917%,3.965%,0,2,0.00,,,,
7/8/2022,NYM,Chris Bassitt,5.95,1,5.5,104,1.04,-132,-0.757575758,0.490,0.569,0.546,0.454,5.606%,-11.522%,2,2,10.00,L,-10.00,-10.00,
7/8/2022,ATL,Charlie Morton,5.95,1,6.5,116,1.16,-148,-0.675675676,0.463,0.597,0.386,0.614,-7.730%,1.756%,0,2,0.00,,,,
7/8/2022,WSH,Erick Fedde,4.15,1,4.5,104,1.04,-134,-0.746268657,0.490,0.573,0.400,0.600,-8.975%,2.691%,0,2,0.00,,,,
7/8/2022,MIN,Sonny Gray,5.41,1,5.5,110,1.1,-145,-0.689655172,0.476,0.592,0.456,0.544,-2.060%,-4.743%,0,1,0.00,,,,
7/8/2022,TEX,Jon Gray,5.65,1,6.5,100,1,-130,-0.769230769,0.500,0.565,0.338,0.662,-16.232%,9.711%,1,1,19.50,L,-19.50,-19.50,
7/8/2022,CWS,Lucas Giolito,7.35,1,6.5,-118,-0.847457627,-106,-0.943396226,0.541,0.515,0.601,0.399,5.975%,-11.560%,2,2,11.80,W,10.00,10.00,
7/8/2022,DET,Tarik Skubal,6.06,1,5.5,118,1.18,-150,-0.666666667,0.459,0.600,0.564,0.436,10.519%,-16.391%,2,2,15.00,W,17.70,17.70,
7/8/2022,CLE,Aaron Civale,4.00,1,3.5,-130,-0.769230769,100,1,0.565,0.500,0.567,0.433,0.131%,-6.653%,0,1,0.00,,,,
7/8/2022,KC,Brady Singer,4.56,1,3.5,-170,-0.588235294,130,1.3,0.630,0.435,0.668,0.332,3.810%,-10.251%,0,1,0.00,,,,
7/8/2022,MIL,Aaron Ashby,5.07,1,6.5,104,1.04,-132,-0.757575758,0.490,0.569,0.248,0.752,-24.207%,18.291%,1,2,19.80,W,15.00,15.00,
7/8/2022,PIT,JT Brubaker,5.08,1,4.5,-135,-0.740740741,100,1,0.574,0.500,0.573,0.427,-0.104%,-7.343%,0,1,0.00,,,,
7/8/2022,STL,Adam Wainwright,4.63,1,4.5,-135,-0.740740741,105,1.05,0.574,0.488,0.492,0.508,-8.209%,1.981%,0,1,0.00,,,,
7/8/2022,PHI,Zack Wheeler,5.85,1,5.5,-140,-0.714285714,110,1.1,0.583,0.476,0.530,0.470,-5.340%,-0.613%,0,2,0.00,,,,
7/8/2022,COL,Chad Kuhl,4.49,1,3.5,-112,-0.892857143,-112,-0.892857143,0.528,0.528,0.656,0.344,12.771%,-18.432%,2,2,16.80,W,15.00,15.00,
7/8/2022,ARI,Zac Gallen,6.00,1,5.5,115,1.15,-150,-0.666666667,0.465,0.600,0.554,0.446,8.920%,-15.432%,2,1,15.00,W,17.25,17.25,
7/8/2022,SD,Blake Snell,6.41,1,6.5,-134,-0.746268657,106,1.06,0.573,0.485,0.459,0.541,-11.339%,5.531%,1,2,10.00,L,-10.00,-10.00,
7/8/2022,HOU,Jose Urquidy,4.75,1,4.5,-135,-0.740740741,105,1.05,0.574,0.488,0.515,0.485,-5.987%,-0.241%,0,1,0.00,,,,
7/8/2022,OAK,Paul Blackburn,4.01,1,3.5,-105,-0.952380952,-125,-0.8,0.512,0.556,0.568,0.432,5.629%,-12.404%,2,1,15.75,W,15.00,15.00,
7/8/2022,CHC,Keegan Thompson,3.48,1,3.5,-160,-0.625,120,1.2,0.615,0.455,0.459,0.541,-15.634%,8.641%,1,1,10.00,L,-10.00,-10.00,
7/8/2022,LAD,Tyler Anderson,4.98,1,5.5,100,1,-128,-0.78125,0.500,0.561,0.381,0.619,-11.947%,5.807%,1,2,12.80,W,10.00,10.00,
7/8/2022,TOR,Ross Stripling,4.27,1,3.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.617,0.383,7.197%,-14.124%,2,1,18.00,W,15.00,15.00,
7/8/2022,SEA,George Kirby,4.76,1,4.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.516,0.484,-0.737%,-6.189%,0,1,0.00,,,,
7/9/2022,CWS,Johnny Cueto,5.85,1,4.5,-118,-0.847457627,-108,-0.925925926,0.541,0.519,0.694,0.306,15.308%,-21.359%,2,2,25.00,W,21.19,21.19,
7/9/2022,STL,Dakota Hudson,3.75,1,3.5,125,1.25,-170,-0.588235294,0.444,0.630,0.516,0.484,7.179%,-14.586%,2,1,15.00,W,18.75,18.75,
7/9/2022,PHI,Kyle Gibson,4.81,1,3.5,-135,-0.740740741,105,1.05,0.574,0.488,0.707,0.293,13.282%,-19.509%,2,1,20.25,W,15.00,15.00,
7/9/2022,LAA,Patrick Sandoval,5.17,1,5.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.414,0.586,-9.596%,3.661%,0,2,0.00,,,,
7/9/2022,MIN,Devin Smeltzer,3.96,1,4.5,122,1.22,-154,-0.649350649,0.450,0.606,0.363,0.637,-8.710%,3.035%,0,2,0.00,,,,
7/9/2022,TEX,Martin Perez,4.55,1,4.5,-128,-0.78125,100,1,0.561,0.500,0.477,0.523,-8.404%,2.264%,0,2,0.00,,,,
7/9/2022,HOU,Framber Valdez,5.76,1,6.5,-106,-0.943396226,-120,-0.833333333,0.515,0.545,0.355,0.645,-15.935%,9.933%,1,2,18.00,W,15.00,15.00,
7/9/2022,TB,Drew Rasmussen,3.93,1,3.5,-155,-0.64516129,120,1.2,0.608,0.455,0.553,0.447,-5.511%,-0.728%,0,1,0.00,,,,
7/9/2022,CIN,Hunter Greene,5.75,1,5.5,-134,-0.746268657,106,1.06,0.573,0.485,0.513,0.487,-5.927%,0.119%,0,2,0.00,,,,
7/9/2022,COL,Kyle Freeland,4.41,1,3.5,-166,-0.602409639,130,1.3,0.624,0.435,0.642,0.358,1.823%,-7.708%,0,2,0.00,,,,
7/9/2022,ARI,Madison Bumgarner,4.30,1,4.5,114,1.14,-146,-0.684931507,0.467,0.593,0.430,0.570,-3.773%,-2.306%,0,2,0.00,,,,
7/9/2022,ATL,Kyle Wright,5.41,1,4.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.628,0.372,11.848%,-17.784%,2,2,15.60,W,15.00,15.00,
7/9/2022,WSH,Patrick Corbin,4.11,1,3.5,-175,-0.571428571,130,1.3,0.636,0.435,0.588,0.412,-4.864%,-2.250%,0,1,0.00,,,,
7/9/2022,KC,Jonathan Heasley,4.10,1,3.5,118,1.18,-150,-0.666666667,0.459,0.600,0.586,0.414,12.710%,-18.582%,2,2,15.00,L,-15.00,-15.00,
7/9/2022,CLE,Triston McKenzie,4.58,1,5.5,-102,-0.980392157,-126,-0.793650794,0.505,0.558,0.311,0.689,-19.416%,13.168%,1,2,18.90,W,15.00,15.00,
7/9/2022,PIT,Zach Thompson,4.21,1,3.5,-120,-0.833333333,-110,-0.909090909,0.545,0.524,0.606,0.394,6.099%,-13.026%,2,1,12.00,W,10.00,10.00,
7/9/2022,MIL,Brandon Woodruff,7.34,1,7.5,-160,-0.625,120,1.2,0.615,0.455,0.452,0.548,-16.357%,9.364%,1,1,15.00,L,-15.00,-15.00,
7/9/2022,MIA,Braxton Garrett,3.94,1,4.5,108,1.08,-136,-0.735294118,0.481,0.576,0.359,0.641,-12.133%,6.429%,1,2,13.60,W,10.00,10.00,
7/9/2022,NYM,Carlos Carrasco,5.82,1,5.5,102,1.02,-128,-0.78125,0.495,0.561,0.525,0.475,2.994%,-8.640%,0,2,0.00,,,,
7/9/2022,SF,Carlos Rodon,7.32,1,6.5,-110,-0.909090909,-116,-0.862068966,0.524,0.537,0.597,0.403,7.299%,-13.384%,2,2,11.00,W,10.00,10.00,
7/9/2022,SD,Yu Darvish,6.91,1,6.5,-102,-0.980392157,-126,-0.793650794,0.505,0.558,0.537,0.463,3.184%,-9.432%,0,2,0.00,,,,
7/9/2022,NYY,Jordan Montgomery,4.46,1,5.5,120,1.2,-154,-0.649350649,0.455,0.606,0.290,0.710,-16.429%,10.345%,1,2,15.40,W,10.00,10.00,
7/9/2022,BOS,Kutter Crawford,5.03,1,4.5,120,1.2,-160,-0.625,0.455,0.615,0.565,0.435,11.021%,-18.014%,2,1,10.00,W,12.00,12.00,
7/9/2022,TOR,Alex Manoah,6.08,1,5.5,-140,-0.714285714,105,1.05,0.583,0.488,0.567,0.433,-1.625%,-5.489%,0,1,0.00,,,,
7/9/2022,SEA,Robbie Ray,5.99,1,6.5,-118,-0.847457627,-108,-0.925925926,0.541,0.519,0.392,0.608,-14.919%,8.868%,1,2,10.80,W,10.00,10.00,
7/9/2022,LAD,Clayton Kershaw,6.01,1,6.5,-106,-0.943396226,-118,-0.847457627,0.515,0.541,0.395,0.605,-11.926%,6.341%,1,2,11.80,L,-11.80,-11.80,
7/10/2022,ATL,Ian Anderson,4.67,1,3.5,-160,-0.625,120,1.2,0.615,0.455,0.686,0.314,7.018%,-14.011%,2,1,16.00,W,10.00,10.00,
7/10/2022,WSH,Paolo Espino,3.59,1,3.5,120,1.2,-160,-0.625,0.455,0.615,0.483,0.517,2.811%,-9.804%,0,1,0.00,,,,
7/10/2022,CIN,Nick Lodolo,5.59,1,6.5,108,1.08,-136,-0.735294118,0.481,0.576,0.328,0.672,-15.261%,9.557%,1,2,13.60,W,10.00,10.00,
7/10/2022,TB,Shane Baz,5.24,1,5.5,-185,-0.540540541,135,1.35,0.649,0.426,0.426,0.574,-22.305%,14.840%,1,1,10.00,W,13.50,13.50,
7/10/2022,MIA,Sandy Alcantara,5.35,1,5.5,-105,-0.952380952,-125,-0.8,0.512,0.556,0.445,0.555,-6.698%,-0.077%,0,1,0.00,,,,
7/10/2022,NYM,Taijuan Walker,4.84,1,5.5,116,1.16,-148,-0.675675676,0.463,0.597,0.356,0.644,-10.697%,4.724%,0,2,0.00,,,,
7/10/2022,DET,Drew Hutchison,3.91,1,2.5,-135,-0.740740741,105,1.05,0.574,0.488,0.748,0.252,17.394%,-23.622%,2,1,13.50,W,10.00,10.00,
7/10/2022,CWS,Michael Kopech,6.34,1,5.5,-130,-0.769230769,100,1,0.565,0.500,0.607,0.393,4.206%,-10.728%,0,1,0.00,,,,
7/10/2022,MIL,Eric Lauer,5.82,1,6.5,104,1.04,-134,-0.746268657,0.490,0.573,0.365,0.635,-12.538%,6.254%,1,2,13.40,L,-13.40,-13.40,
7/10/2022,PIT,Jose Quintana,5.28,1,4.5,-170,-0.588235294,130,1.3,0.630,0.435,0.607,0.393,-2.244%,-4.197%,0,1,0.00,,,,
7/10/2022,CLE,Zach Plesac,3.84,1,3.5,100,1,-135,-0.740740741,0.500,0.574,0.535,0.465,3.466%,-10.913%,0,1,0.00,,,,
7/10/2022,KC,Zack Greinke,3.39,1,2.5,-175,-0.571428571,130,1.3,0.636,0.435,0.658,0.342,2.196%,-9.311%,0,1,0.00,,,,
7/10/2022,STL,Andre Pallante,4.14,1,3.5,-106,-0.943396226,-122,-0.819672131,0.515,0.550,0.593,0.407,7.883%,-14.294%,2,2,10.60,W,10.00,10.00,
7/10/2022,MIN,Dylan Bundy,4.96,1,3.5,-145,-0.689655172,110,1.1,0.592,0.476,0.729,0.271,13.748%,-20.550%,2,1,21.75,W,15.00,15.00,
7/10/2022,TEX,Dane Dunning,4.65,1,4.5,122,1.22,-154,-0.649350649,0.450,0.606,0.496,0.504,4.566%,-10.241%,0,2,0.00,,,,
7/10/2022,HOU,Jake Odorizzi,4.34,1,3.5,-145,-0.689655172,110,1.1,0.592,0.476,0.630,0.370,3.816%,-10.618%,0,1,0.00,,,,
7/10/2022,OAK,Cole Irvin,3.72,1,3.5,108,1.08,-136,-0.735294118,0.481,0.576,0.510,0.490,2.924%,-8.628%,0,2,0.00,,,,
7/10/2022,SF,Alex Wood,5.21,1,4.5,-140,-0.714285714,105,1.05,0.583,0.488,0.596,0.404,1.222%,-8.336%,0,1,0.00,,,,
7/10/2022,SD,MacKenzie Gore,5.96,2,5.5,115,1.15,-150,-0.666666667,0.465,0.600,0.548,0.452,8.276%,-14.787%,2,1,10.00,L,-10.00,-10.00,
7/10/2022,COL,German Marquez,4.96,1,4.5,-135,-0.740740741,100,1,0.574,0.500,0.552,0.448,-2.201%,-5.246%,0,1,0.00,,,,
7/10/2022,LAD,Julio Urias,5.64,1,5.5,-175,-0.571428571,125,1.25,0.636,0.444,0.495,0.505,-14.145%,6.064%,1,1,10.00,W,12.50,12.50,
7/10/2022,NYY,Jameson Taillon,4.24,1,4.5,-116,-0.862068966,-110,-0.909090909,0.537,0.524,0.418,0.582,-11.909%,5.825%,1,2,11.00,W,10.00,10.00,
7/10/2022,BOS,Nick Pivetta,5.39,1,5.5,130,1.3,-175,-0.571428571,0.435,0.636,0.452,0.548,1.736%,-8.850%,0,1,0.00,,,,
7/11/2022,DET,Michael Pineda,3.67,1,2.5,-135,-0.740740741,105,1.05,0.574,0.488,0.709,0.291,13.499%,-19.726%,2,1,20.25,L,-20.25,-20.25,
7/11/2022,KC,Brad Keller,4.86,1,4.5,110,1.1,-140,-0.714285714,0.476,0.583,0.535,0.465,5.842%,-11.794%,2,2,10.00,W,11.00,11.00,
7/11/2022,PIT,Mitch Keller,4.51,1,4.5,125,1.25,-170,-0.588235294,0.444,0.630,0.470,0.530,2.535%,-9.942%,0,1,0.00,,,,
7/11/2022,MIA,Trevor Rodgers,4.85,1,4.5,-160,-0.625,120,1.2,0.615,0.455,0.533,0.467,-8.258%,1.265%,0,1,0.00,,,,
7/11/2022,CLE,Cal Quantrill,4.49,1,3.5,-155,-0.64516129,115,1.15,0.608,0.465,0.656,0.344,4.817%,-12.113%,0,1,0.00,,,,
7/11/2022,CWS,Lance Lynn,5.11,1,4.5,-124,-0.806451613,-102,-0.980392157,0.554,0.505,0.579,0.421,2.502%,-8.354%,0,2,0.00,,,,
7/11/2022,PHI,Aaron Nola,6.44,1,6.5,122,1.22,-156,-0.641025641,0.450,0.609,0.464,0.536,1.356%,-7.338%,0,2,0.00,,,,
7/11/2022,STL,Miles Mikolas,4.77,1,4.5,114,1.14,-144,-0.694444444,0.467,0.590,0.518,0.482,5.098%,-10.843%,2,2,10.00,W,11.40,11.40,
7/11/2022,ATL,Max Fried,5.50,1,5.5,-118,-0.847457627,-106,-0.943396226,0.541,0.515,0.471,0.529,-7.020%,1.436%,0,2,0.00,,,,
7/11/2022,NYM,Max Scherzer,7.26,1,7.5,100,1,-128,-0.78125,0.500,0.561,0.440,0.560,-6.003%,-0.137%,0,2,0.00,,,,
7/11/2022,TEX,Spencer Howard,4.60,1,4.5,125,1.25,-170,-0.588235294,0.444,0.630,0.487,0.513,4.232%,-11.640%,0,1,0.00,,,,
7/11/2022,SD,Sean Manaea,4.85,1,4.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.533,0.467,0.899%,-7.826%,0,1,0.00,,,,
7/11/2022,ARI,Merrill Kelly,4.43,1,4.5,-105,-0.952380952,-125,-0.8,0.512,0.556,0.455,0.545,-5.763%,-1.012%,0,1,0.00,,,,
7/11/2022,SF,Alex Cobb,4.82,1,4.5,-138,-0.724637681,108,1.08,0.580,0.481,0.527,0.473,-5.246%,-0.814%,0,2,0.00,,,,
7/12/2022,CLE,Shane Bieber,6.16,1,6.5,112,1.12,-142,-0.704225352,0.472,0.587,0.419,0.581,-5.232%,-0.616%,0,2,0.00,,,,
7/12/2022,CIN,Graham Ashcraft,3.20,1,3.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.397,0.603,-12.633%,5.707%,1,1,18.00,W,15.00,15.00,
7/12/2022,NYY,Gerrit Cole,8.09,1,7.5,-130,-0.769230769,102,1.02,0.565,0.495,0.560,0.440,-0.569%,-5.458%,0,2,0.00,,,,
7/12/2022,SEA,Chris Flexen,3.62,1,3.5,120,1.2,-152,-0.657894737,0.455,0.603,0.489,0.511,3.448%,-9.220%,0,2,0.00,,,,
7/12/2022,WSH,Josiah Gray,5.96,1,5.5,125,1.25,-165,-0.606060606,0.444,0.623,0.548,0.452,10.343%,-17.052%,2,1,0.00,,,,
7/12/2022,TB,Corey Kluber,5.00,1,4.5,-110,-0.909090909,-120,-0.833333333,0.524,0.545,0.560,0.440,3.570%,-10.496%,0,1,0.00,,,,
7/12/2022,NYM,David Peterson,4.74,1,4.5,-185,-0.540540541,140,1.4,0.649,0.417,0.513,0.487,-13.636%,7.057%,1,1,15.00,L,-15.00,-15.00,
7/12/2022,ATL,Spencer Strider,6.49,1,7.5,110,1.1,-140,-0.714285714,0.476,0.583,0.326,0.674,-15.041%,9.089%,1,2,21.00,L,-21.00,-21.00,
7/12/2022,MIN,Josh Winder,4.17,1,3.5,-150,-0.666666667,110,1.1,0.600,0.476,0.599,0.401,-0.098%,-7.521%,0,1,0.00,,,,
7/12/2022,MIL,Jason Alexander,2.78,1,2.5,105,1.05,-140,-0.714285714,0.488,0.583,0.526,0.474,3.796%,-10.910%,0,1,0.00,,,,
7/12/2022,STL,Matthew Liberatore,3.96,1,3.5,105,1.05,-135,-0.740740741,0.488,0.574,0.559,0.441,7.087%,-13.314%,2,1,0.00,,,,
7/12/2022,LAD,Mitch White,4.43,1,4.5,120,1.2,-160,-0.625,0.455,0.615,0.455,0.545,0.001%,-6.994%,0,1,0.00,,,,
7/12/2022,BAL,Jordan Lyles,5.29,1,4.5,-112,-0.892857143,-112,-0.892857143,0.528,0.528,0.609,0.391,8.054%,-13.714%,2,2,16.80,W,15.00,15.00,
7/12/2022,CHC,Adrian Sampson,4.28,1,3.5,-132,-0.757575758,104,1.04,0.569,0.490,0.619,0.381,5.027%,-10.944%,2,2,13.20,L,-13.20,-13.20,
7/12/2022,OAK,James Kaprielian,4.41,1,3.5,-118,-0.847457627,-108,-0.925925926,0.541,0.519,0.642,0.358,10.101%,-16.152%,2,2,17.70,W,15.00,15.00,
7/12/2022,TEX,Glenn Otto,5.36,1,4.5,-130,-0.769230769,102,1.02,0.565,0.495,0.620,0.380,5.504%,-11.530%,2,2,13.00,L,-13.00,-13.00,
7/12/2022,DET,Beau Brieske,3.43,1,3.5,120,1.2,-160,-0.625,0.455,0.615,0.448,0.552,-0.636%,-6.357%,0,1,0.00,,,,
7/12/2022,KC,Kris Bubic,4.80,1,4.5,125,1.25,-170,-0.588235294,0.444,0.630,0.524,0.476,7.930%,-15.337%,2,1,15.00,W,18.75,18.75,
7/12/2022,COL,Austin Gomber,3.53,1,4.5,120,1.2,-152,-0.657894737,0.455,0.603,0.280,0.720,-17.431%,11.659%,1,2,22.80,W,15.00,15.00,
7/12/2022,SD,Mike Clevinger,4.60,1,4.5,-102,-0.980392157,-124,-0.806451613,0.505,0.554,0.487,0.513,-1.818%,-4.034%,0,2,0.00,,,,
7/12/2022,HOU,Luis Garcia,5.64,1,6.5,120,1.2,-154,-0.649350649,0.455,0.606,0.336,0.664,-11.846%,5.761%,1,2,15.40,L,-15.40,-15.40,
7/12/2022,LAA,Noah Syndergaard,3.91,1,4.5,-104,-0.961538462,-122,-0.819672131,0.510,0.550,0.354,0.646,-15.622%,9.686%,1,2,18.30,W,15.00,15.00,
7/12/2022,ARI,Dallas Keuchel,3.44,1,3.5,125,1.25,-165,-0.606060606,0.444,0.623,0.450,0.550,0.592%,-7.301%,0,1,0.00,,,,
